cust,tax_body,biz_type,total_yards,garbage,recycle,needed_recycle,compost,needed_compost,enough_recycle_compost,garbage_cost,recycle_cost,compost_cost,monthly_bill
10648,COUNTY,WINERY,13.76,8.0,5.44,4,0.32,3,0,2242.26,667.81,0.0,1788.94
10669,COUNTY,WINERY,1.12,0.64,0.48,0,0.0,0,1,116.53,0.0,0.0,233.06
10730,COUNTY,WINERY,24.96,16.0,8.96,8,0.0,5,0,3412.2,150.0,0.0,1856.1
10771,COUNTY,WINERY,24.0,4.0,20.0,2,0.0,1,0,890.4,225.0,0.0,1040.4
10778,S,OTHER,0.64,0.16,0.48,0,0.0,0,1,32.62,0.0,0.0,32.62
10791,COUNTY,WINERY,1.28,0.32,0.48,0,0.48,0,1,131.25,0.0,0.0,131.25
10831,S,OFFICE BLD,4.88,2.0,1.92,1,0.96,1,0,363.91,73.41,66.56,503.88
10870,COUNTY,WINERY,14.0,4.0,10.0,2,0.0,1,0,890.4,150.0,0.0,1040.4
10922,S,OFFICE BLD,20.48,16.0,4.48,8,0.0,5,0,2557.94,75.0,0.0,1353.97
10924,COUNTY,OTHER,1.28,0.32,0.48,0,0.48,0,1,89.71,0.0,0.0,89.71
10929,COUNTY,WINERY,1.44,0.48,0.48,0,0.48,0,1,134.57,0.0,0.0,134.57
10959,COUNTY,WINERY,14.72,2.0,11.92,1,0.8,1,0,482.56,250.93,0.0,813.49
10964,S,UTILITY,8.48,4.0,4.48,2,0.0,1,0,668.93,75.0,0.0,743.93
11025,C,MULTIFAMIL,3.36,0.96,1.92,0,0.48,0,1,33.78,0.0,0.0,202.68
11049,COUNTY,WINERY,69.92,16.0,53.92,8,0.0,5,0,3412.2,625.9300000000001,0.0,2032.03
11086,COUNTY,VINEYARD,2.96,2.0,0.48,1,0.48,1,0,482.56,0.0,0.0,482.56
11110,C,MEDICAL,0.96,0.48,0.0,0,0.48,0,1,103.93,0.0,0.0,103.93
11132,C,MULTIFAMIL,5.6,0.8,2.4,0,2.4,0,1,33.78,0.0,0.0,168.9
11147,C,OTHER,213.76,30.4,92.16,15,91.2,10,1,33.78,159.5,0.0,7995.2
11157,S,RETAIL,0.16,0.16,0.0,0,0.0,0,1,32.62,0.0,0.0,32.62
11162,COUNTY,WINERY,14.720000000000002,8.0,6.400000000000001,4,0.32,3,0,2894.22,175.93,0.0,1723.97
11174,COUNTY,WINERY,6.24,4.0,1.44,2,0.8,1,0,890.4,0.0,0.0,890.4
11224,C,MULTIFAMIL,2.4,0.48,1.44,0,0.48,0,1,103.92,0.0,0.0,103.92
11255,S,SCHOOL,10.48,6.0,4.0,3,0.48,2,0,973.95,75.0,0.0,1048.95
11256,S,SCHOOL,8.96,0.0,2.4,0,6.5600000000000005,0,1,0.0,73.41,0.0,146.82
11282,S,COMMUNITY,1.76,0.48,0.48,0,0.8,0,1,97.87,0.0,0.0,97.87
11302,S,WINERY,19.92,4.0,9.44,2,6.48,1,1,668.93,150.0,662.29,1481.22
11309,COUNTY,WINERY,38.0,4.0,34.0,2,0.0,1,0,1252.72,2470.84,0.0,3698.56
11342,Y,OTHER,2.0,2.0,0.0,1,0.0,1,0,435.94,0.0,0.0,435.94
11349,COUNTY,OTHER,1.92,0.96,0.96,0,0.0,0,1,365.88,0.0,0.0,365.88
11370,COUNTY,WINERY,67.92,6.0,61.44,3,0.48,2,0,1298.25,1267.81,0.0,2266.06
11402,C,LODGING-FW,49.2,6.0,30.72,3,12.48,2,1,1188.51,454.0,0.0,2139.51
11436,S,WINERY,8.4,2.0,1.92,1,4.48,1,1,363.91,73.41,454.87,892.19
11451,C,MULTIFAMIL,5.92,4.0,0.96,2,0.96,1,0,793.4,0.0,68.91,862.31
11457,S,RETAIL,2.96,2.0,0.96,1,0.0,1,0,363.91,0.0,0.0,363.91
11474,S,COMMUNITY,0.64,0.16,0.48,0,0.0,0,1,32.62,0.0,0.0,32.62
11483,COUNTY,WINERY,41.92,16.0,24.96,8,0.96,5,0,4335.14,1215.85,72.28,3450.26
11512,S,MULTIFAMIL,2.24,0.8,0.96,0,0.48,0,1,32.62,0.0,0.0,163.1
11513,COUNTY,WINERY,11.92,4.0,7.439999999999999,2,0.48,1,0,890.4,75.0,0.0,965.4
11522,COUNTY,WINERY,3.44,2.0,1.44,1,0.0,1,0,540.19,0.0,0.0,540.19
11529,S,WINERY,3.44,2.0,1.44,1,0.0,1,0,363.91,0.0,0.0,363.91
11536,COUNTY,WINERY,5.92,0.48,5.44,0,0.0,0,1,218.71,75.0,0.0,293.71
11554,COUNTY,RESTAURANT,98.32,24.0,59.44,12,14.88,8,1,5043.58,300.0,0.0,2671.79
11563,Y,OTHER,0.64,0.16,0.48,0,0.0,0,1,33.75,0.0,0.0,33.75
11565,S,OTHER,2.0,2.0,0.0,1,0.0,1,0,363.91,0.0,0.0,363.91
11567,COUNTY,WINERY,8.44,3.5,4.94,2,0.0,1,0,0.0,0.0,0.0,0.0
11570,COUNTY,WINERY,2.88,0.96,1.44,0,0.48,0,1,269.13,0.0,0.0,269.13
11607,Y,OTHER,2.4,0.96,0.96,0,0.48,0,1,142.42,0.0,0.0,284.84
11643,COUNTY,OFFICE BLD,3.44,2.48,0.48,1,0.48,1,0,617.13,0.0,0.0,617.13
11664,COUNTY,WINERY,50.0,6.0,44.0,3,0.0,2,0,1298.25,967.81,0.0,2116.06
11689,S,OFFICE BLD,0.64,0.16,0.48,0,0.0,0,1,32.62,0.0,0.0,32.62
11723,COUNTY,WINERY,12.0,4.0,8.0,2,0.0,1,0,890.4,150.0,0.0,1040.4
11728,COUNTY,OFFICE BLD,0.96,0.48,0.48,0,0.0,0,1,134.57,0.0,0.0,134.57
11731,S,RETAIL,1.76,1.28,0.48,1,0.0,0,0,261.0,0.0,0.0,130.5
11739,COUNTY,VINEYARD,4.0,4.0,0.0,2,0.0,1,0,1121.14,0.0,0.0,1121.14
11750,S,CHURCH,2.88,0.96,0.96,0,0.96,0,1,97.87,0.0,0.0,195.74
11760,C,LODGING,72.0,18.0,54.0,9,0.0,6,0,1188.51,1041.4,0.0,4606.93
11766,C,RESTAURANT,88.0,36.0,52.0,18,0.0,12,0,10117.17,2569.6,0.0,3884.06
11788,C,MULTIFAMIL,7.92,6.0,1.44,3,0.48,2,0,1158.56,0.0,0.0,1158.56
11806,C,MULTIFAMIL,4.0,4.0,0.0,2,0.0,1,0,793.4,0.0,0.0,793.4
11807,COUNTY,WINERY,6.96,2.0,4.96,1,0.0,1,0,482.56,75.0,0.0,557.56
11808,S,OFFICE BLD,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
11841,COUNTY,WINERY,4.0,4.0,0.0,2,0.0,1,0,1447.1,0.0,0.0,1522.1
11850,S,CHURCH,1.92,0.96,0.48,0,0.48,0,1,97.87,0.0,0.0,195.74
11852,S,MULTIFAMIL,1.12,0.16,0.48,0,0.48,0,1,32.62,0.0,0.0,32.62
11861,COUNTY,WINERY,6.48,2.0,4.0,1,0.48,1,0,482.56,667.81,0.0,1150.37
11870,S,WINERY,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
11890,S,RETAIL,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
11911,S,RESTAURANT,8.16,0.48,1.92,0,5.76,0,1,97.87,220.23,0.0,318.1
11920,COUNTY,MEDICAL,15.84,12.0,3.84,6,0.0,4,0,2596.5,0.0,0.0,2596.5
11956,S,RETAIL,0.8,0.32,0.48,0,0.0,0,1,65.25,0.0,0.0,65.25
11972,Y,OTHER,12.0,8.0,4.0,4,0.0,3,0,1598.7,751.37,0.0,2348.22
11994,C,MULTIFAMIL,4.8,2.4,1.92,1,0.48,1,0,101.34,0.0,0.0,506.7
12074,C,UTILITY,1.44,0.48,0.48,0,0.48,0,1,103.93,0.0,0.0,103.93
12099,S,OTHER,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
12171,S,OTHER,112.96,4.0,97.44,2,11.52,1,1,668.93,300.0,0.0,743.93
12188,COUNTY,OTHER,8.96,8.0,0.96,4,0.0,3,0,2011.34,0.0,0.0,2011.34
12227,COUNTY,WINERY,26.56,16.0,4.0,8,6.5600000000000005,5,0,3412.2,667.81,605.47,3129.38
12263,S,CHURCH,0.48,0.48,0.0,0,0.0,0,1,139.98,0.0,0.0,139.98
12270,COUNTY,WINERY,5.44,0.0,1.44,0,4.0,0,1,0.0,0.0,605.47,605.47
12276,COUNTY,VINEYARD,0.96,0.48,0.48,0,0.0,0,1,134.57,0.0,0.0,134.57
12317,C,MULTIFAMIL,8.0,4.0,4.0,2,0.0,1,0,822.1,610.5,0.0,1532.6
12347,COUNTY,VINEYARD,2.96,2.0,0.48,1,0.48,1,0,482.56,0.0,0.0,482.56
12359,S,WINERY,12.32,0.0,12.0,0,0.32,0,1,0.0,1460.92,0.0,1460.92
12379,C,RETAIL,0.64,0.16,0.48,0,0.0,0,1,34.64,0.0,0.0,34.64
12383,Y,WINERY,0.64,0.16,0.48,0,0.0,0,1,33.75,0.0,0.0,33.75
12413,S,WINERY,7.359999999999999,0.96,5.92,0,0.48,0,1,97.87,148.41,0.0,417.56
12415,COUNTY,WINERY,12.0,6.0,6.0,3,0.0,2,0,1298.25,973.69,0.0,2271.94
12446,COUNTY,WINERY,1.44,0.48,0.48,0,0.48,0,1,134.57,0.0,0.0,134.57
12469,COUNTY,WINERY,8.32,4.0,4.0,2,0.32,1,0,890.4,667.81,0.0,1558.21
12470,COUNTY,OTHER,2.96,2.0,0.96,1,0.0,1,0,482.56,0.0,0.0,482.56
12522,COUNTY,CONTRACTOR,0.64,0.16,0.48,0,0.0,0,1,44.86,0.0,0.0,44.86
12731,C,OFFICE BLD,0.64,0.16,0.48,0,0.0,0,1,34.64,0.0,0.0,34.64
12740,Y,OFFICE BLD,1.28,0.32,0.48,0,0.48,0,1,67.49,0.0,0.0,67.49
12752,COUNTY,COMMUNITY,1.28,0.32,0.48,0,0.48,0,1,89.71,0.0,0.0,89.71
12848,COUNTY,WINERY,1.92,0.48,0.96,0,0.48,0,1,134.57,0.0,0.0,134.57
12917,C,MULTIFAMIL,7.68,3.84,2.4,2,1.44,1,1,101.34,0.0,0.0,810.72
12929,Y,LODGING-FW,61.76,36.0,20.0,18,5.76,12,0,7002.539999999999,2364.26,0.0,3553.81
13041,S,OFFICE BLD,2.56,0.32,1.44,0,0.8,0,1,93.32,73.41,0.0,166.73
13066,COUNTY,OFFICE BLD,1.12,0.16,0.48,0,0.48,0,1,44.86,0.0,0.0,44.86
13130,COUNTY,MULTIFAMIL,1.92,0.96,0.96,0,0.0,0,1,269.14,0.0,0.0,269.14
13143,S,VINEYARD,1.12,0.16,0.96,0,0.0,0,1,47.03,100.93,0.0,147.96
13144,S,LODGING,10.4,8.0,1.44,4,0.96,3,0,1337.86,0.0,66.56,735.49
13145,S,RESTAURANT,125.44,16.0,77.75999999999999,8,31.68,5,1,3662.88,4548.69,0.0,3983.89
13340,COUNTY,CONTRACTOR,0.96,0.48,0.48,0,0.0,0,1,134.57,0.0,0.0,134.57
13431,COUNTY,WINERY,34.32,12.0,22.0,6,0.32,4,0,2769.3900000000003,1253.36,72.28,4095.03
13452,COUNTY,OTHER,10.0,6.0,4.0,3,0.0,2,0,1298.25,667.81,0.0,1966.06
13457,Y,OFFICE BLD,3.36,1.44,1.44,1,0.48,0,1,101.24,0.0,0.0,303.72
13557,Y,RESTAURANT,208.0,80.0,128.0,40,0.0,27,0,15698.14,300.0,0.0,6836.26
13636,S,WINERY,2.56,0.64,0.96,0,0.96,0,1,130.5,0.0,0.0,130.5
13699,S,RETAIL,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
13711,COUNTY,VINEYARD,4.0,4.0,0.0,2,0.0,1,0,1252.72,0.0,0.0,1252.72
13720,Y,LODGING,1.44,0.48,0.48,0,0.48,0,1,101.24,0.0,0.0,101.24
13735,COUNTY,WINERY,9.44,4.0,5.44,2,0.0,1,0,890.4,75.0,0.0,965.4
13760,S,WINERY,2.56,0.64,0.96,0,0.96,0,1,130.5,0.0,0.0,130.5
13843,COUNTY,WINERY,16.0,0.0,16.0,0,0.0,0,1,0.0,150.0,0.0,75.0
13865,S,OFFICE BLD,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
13913,S,SCHOOL,6.88,4.0,2.88,2,0.0,1,0,727.82,0.0,0.0,727.82
13979,Y,MULTIFAMIL,6.72,3.36,3.36,2,0.0,1,0,101.24,0.0,0.0,708.68
14030,COUNTY,CHURCH,0.64,0.16,0.48,0,0.0,0,1,44.86,0.0,0.0,44.86
14081,COUNTY,WINERY,24.0,16.0,4.0,8,4.0,5,0,3412.2,667.81,605.47,2979.38
14177,C,MEDICAL,1.44,0.96,0.48,0,0.0,0,1,103.93,0.0,0.0,207.86
14193,C,MULTIFAMIL,3.92,2.0,1.44,1,0.48,1,0,439.46,0.0,0.0,439.46
14209,COUNTY,WINERY,58.56,36.0,17.439999999999998,18,5.12,12,0,7565.400000000001,150.0,0.0,2671.8
14225,COUNTY,WINERY,1.92,0.96,0.96,0,0.0,0,1,134.57,0.0,0.0,269.14
14325,Y,OTHER,2.4,0.96,1.44,0,0.0,0,1,101.24,75.92,0.0,278.4
14334,S,MULTIFAMIL,34.88,32.0,2.88,16,0.0,11,0,2666.26,0.0,0.0,2866.26
14377,S,WINERY,43.44,6.0,25.44,3,12.0,2,1,973.95,150.0,0.0,1048.95
14379,COUNTY,OTHER,17.92,0.0,11.52,0,6.4,0,1,0.0,0.0,0.0,0.0
14381,COUNTY,MEDICAL,0.96,0.48,0.48,0,0.0,0,1,134.57,0.0,0.0,134.57
14520,C,WINERY,0.64,0.16,0.48,0,0.0,0,1,34.64,0.0,0.0,34.64
14553,C,CHURCH,1.44,0.48,0.48,0,0.48,0,1,103.93,0.0,0.0,103.93
14590,COUNTY,WINERY,16.96,6.0,10.96,3,0.0,2,0,2133.3,150.0,0.0,2283.3
14652,S,RESTAURANT,46.08,16.0,21.44,8,8.64,5,1,2557.94,225.0,0.0,1503.97
14682,COUNTY,VINEYARD,1.12,0.16,0.48,0,0.48,0,1,44.86,0.0,0.0,44.86
14698,COUNTY,LODGING-FW,1.76,0.32,0.96,0,0.48,0,1,89.71,0.0,0.0,179.42
14772,C,WINERY,1.28,0.32,0.48,0,0.48,0,1,69.28,0.0,0.0,69.28
14793,C,LODGING,3.36,1.44,1.44,1,0.48,0,1,103.93,0.0,0.0,311.79
14849,C,WINERY,2.88,0.96,0.96,0,0.96,0,1,103.93,76.0,0.0,283.86
14953,COUNTY,MULTIFAMIL,6.08,4.0,1.44,2,0.64,1,0,890.4,0.0,0.0,890.4
14989,C,LODGING-FW,1.44,0.48,0.48,0,0.48,0,1,103.93,0.0,0.0,103.93
15156,S,OFFICE BLD,0.64,0.16,0.48,0,0.0,0,1,32.62,0.0,0.0,32.62
15204,COUNTY,OTHER,0.8,0.32,0.48,0,0.0,0,1,89.71,0.0,0.0,89.71
15224,C,SCHOOL,6.08,0.0,0.96,0,5.12,0,1,0.0,0.0,0.0,0.0
15226,COUNTY,WINERY,2.08,0.64,0.96,0,0.48,0,1,179.42,0.0,0.0,179.42
15246,COUNTY,WINERY,6.0,2.0,4.0,1,0.0,1,0,482.56,688.11,0.0,1170.67
15259,S,VINEYARD,8.4,6.48,1.92,3,0.0,2,0,1071.8200000000002,0.0,0.0,1071.82
15290,S,OTHER,1.44,0.48,0.48,0,0.48,0,1,97.87,0.0,0.0,97.87
15344,COUNTY,WINERY,116.48,24.0,80.48,12,12.0,8,1,8383.78,1385.33,1765.62,7267.84
15408,COUNTY,VINEYARD,3.44,2.0,0.48,1,0.96,1,0,540.19,0.0,91.52,631.71
15431,COUNTY,VINEYARD,0.48,0.0,0.0,0,0.48,0,1,0.0,0.0,0.0,242.99
15460,Y,RESTAURANT,2.88,1.44,1.44,1,0.0,0,1,101.24,0.0,0.0,303.72
15481,COUNTY,WINERY,12.96,6.0,6.96,3,0.0,2,0,1298.25,75.0,0.0,1373.25
15511,S,LODGING,5.92,4.0,1.44,2,0.48,1,0,668.93,0.0,0.0,708.93
15548,S,RESTAURANT,1.92,0.96,0.96,0,0.0,0,1,195.74,0.0,0.0,195.74
15640,C,LODGING,4.32,1.92,1.44,1,0.96,1,0,415.72,0.0,0.0,415.72
15641,COUNTY,MULTIFAMIL,1.6,0.64,0.96,0,0.0,0,1,44.86,0.0,0.0,179.44
15650,C,OTHER,4.0,4.0,0.0,2,0.0,1,0,813.98,0.0,0.0,813.98
15672,S,MULTIFAMIL,3.84,1.92,1.44,1,0.48,1,0,97.87,0.0,0.0,391.48
15673,S,MULTIFAMIL,4.32,1.92,1.92,1,0.48,1,0,97.87,0.0,0.0,391.48
15678,COUNTY,UTILITY,2.48,2.0,0.48,1,0.0,1,0,482.56,0.0,0.0,482.56
15833,C,OTHER,20.4,2.0,6.88,1,11.52,1,1,439.46,151.0,0.0,742.46
15850,S,COMMUNITY,1.92,0.96,0.96,0,0.0,0,1,195.74,0.0,0.0,195.74
15882,S,MULTIFAMIL,3.36,1.44,1.44,1,0.48,0,1,195.74,0.0,0.0,293.61
15940,S,OTHER,0.8,0.32,0.48,0,0.0,0,1,65.25,0.0,0.0,65.25
15996,S,WINERY,9.92,4.0,5.44,2,0.48,1,0,696.01,75.0,0.0,771.01
16032,S,OTHER,0.96,0.48,0.48,0,0.0,0,1,97.87,0.0,0.0,97.87
16189,COUNTY,WINERY,13.44,4.0,9.44,2,0.0,1,0,890.4,150.0,0.0,1040.4
16319,C,WINERY,2.88,0.48,2.4,0,0.0,0,1,103.93,76.0,0.0,331.93
16564,COUNTY,WINERY,0.8,0.32,0.48,0,0.0,0,1,89.71,0.0,0.0,89.71
16565,C,UTILITY,1.12,0.16,0.48,0,0.48,0,1,34.64,0.0,0.0,34.64
16605,COUNTY,WINERY,5.44,4.0,1.44,2,0.0,1,0,890.4,0.0,0.0,890.4
16607,S,WINERY,1.44,0.48,0.96,0,0.0,0,1,97.87,73.41,0.0,171.28
16628,C,RESTAURANT,2.24,0.96,0.96,0,0.32,0,1,103.93,0.0,0.0,207.86
16795,S,MULTIFAMIL,2.88,0.96,0.96,0,0.96,0,1,195.74,0.0,0.0,195.74
17255,C,OTHER,3.92,2.0,1.92,1,0.0,1,0,439.46,76.0,0.0,515.46
17422,C,OTHER,3.44,2.0,1.44,1,0.0,1,0,439.46,0.0,0.0,439.46
17965,Y,RESTAURANT,157.28,104.0,41.760000000000005,52,11.52,35,0,19650.18,5145.14,0.0,6969.08
18015,COUNTY,WINERY,4.24,2.3200000000000003,1.92,1,0.0,1,0,572.28,100.93,0.0,673.21
18599,C,RESTAURANT,4.8,0.48,1.44,0,2.88,0,1,103.93,76.0,0.0,255.93
19151,C,MULTIFAMIL,16.88,14.0,2.88,7,0.0,5,0,2808.44,0.0,0.0,2015.04
19206,C,RESTAURANT,2.4,1.44,0.96,1,0.0,0,0,311.79,0.0,0.0,311.79
20233,C,MULTIFAMIL,8.16,4.800000000000001,2.4,2,0.96,2,0,1039.3000000000002,0.0,0.0,1039.3
21438,C,RETAIL,1.12,0.16,0.48,0,0.48,0,1,34.64,0.0,0.0,34.64
21896,C,RESTAURANT,2.72,0.96,1.44,0,0.32,0,1,103.93,76.0,0.0,283.86
23489,C,LODGING,5.92,4.0,1.44,2,0.48,1,0,813.98,0.0,0.0,813.98
23821,C,LODGING-FW,3.84,1.92,1.44,1,0.48,1,0,103.93,0.0,0.0,415.72
24144,S,UTILITY,1.44,0.48,0.48,0,0.48,0,1,97.87,0.0,0.0,97.87
24664,COUNTY,WINERY,6.960000000000001,2.0,4.960000000000001,1,0.0,1,0,482.56,667.81,0.0,1150.37
25255,C,MULTIFAMIL,18.88,16.0,2.88,8,0.0,5,0,3255.96,0.0,0.0,1627.98
25969,Y,RESTAURANT,45.76,40.0,5.76,20,0.0,13,0,7849.07,128.74,0.0,3536.24
26052,C,LODGING-FW,3.84,2.4,1.44,1,0.0,1,0,207.86,0.0,0.0,519.65
26600,C,RESTAURANT,3.52,0.48,0.48,0,2.56,0,1,103.93,0.0,0.0,103.93
26948,Y,OTHER,2.4,0.96,0.96,0,0.48,0,1,101.24,0.0,0.0,202.48
27143,C,MULTIFAMIL,3.36,1.92,0.96,1,0.48,1,0,101.34,0.0,0.0,405.36
28630,C,OTHER,9.44,2.0,7.439999999999999,1,0.0,1,0,439.46,75.0,0.0,514.46
29563,C,RESTAURANT,5.279999999999999,1.44,0.0,1,3.84,0,0,103.93,0.0,0.0,311.79
30883,COUNTY,RETAIL,1.12,0.16,0.48,0,0.48,0,1,58.27,0.0,0.0,58.27
30927,Y,WINERY,1.44,0.48,0.48,0,0.48,0,1,101.24,0.0,0.0,101.24
30930,C,OTHER,1.44,0.96,0.48,0,0.0,0,1,207.86,0.0,0.0,207.86
30931,C,RETAIL,0.64,0.16,0.48,0,0.0,0,1,34.64,0.0,0.0,34.64
31126,C,OTHER,0.8,0.32,0.48,0,0.0,0,1,69.28,0.0,0.0,69.28
31133,C,OTHER,1.12,0.16,0.48,0,0.48,0,1,34.64,0.0,0.0,34.64
31134,C,MULTIFAMIL,1.6,0.16,0.48,0,0.96,0,1,33.78,0.0,68.91,102.69
31160,Y,RESTAURANT,8.0,4.0,4.0,2,0.0,1,0,799.35,599.52,0.0,1398.87
31230,COUNTY,CONTRACTOR,2.0,2.0,0.0,1,0.0,1,0,482.56,0.0,0.0,482.56
31241,C,GROCERY,1.28,0.48,0.48,0,0.32,0,1,103.93,0.0,0.0,103.93
31249,COUNTY,LODGING,1.44,0.48,0.48,0,0.48,0,1,134.57,0.0,0.0,134.57
31304,S,OTHER,3.04,0.64,1.92,0,0.48,0,1,32.62,0.0,0.0,130.48
31364,S,OFFICE BLD,1.44,0.48,0.96,0,0.0,0,1,97.87,73.41,0.0,171.28
31550,COUNTY,WINERY,1.44,0.48,0.48,0,0.48,0,1,134.57,0.0,0.0,134.57
31573,COUNTY,VINEYARD,4.640000000000001,0.16,0.48,0,4.0,0,1,44.86,0.0,605.47,650.33
31588,C,WINERY,1.92,0.48,0.96,0,0.48,0,1,103.93,76.0,0.0,179.93
31591,COUNTY,OTHER,2.0,2.0,0.0,1,0.0,1,0,482.56,0.0,0.0,482.56
31593,COUNTY,CONTRACTOR,4.0,4.0,0.0,2,0.0,1,0,890.4,0.0,0.0,890.4
31607,C,MULTIFAMIL,1.92,0.96,0.48,0,0.48,0,1,101.34,0.0,0.0,202.68
31644,S,MULTIFAMIL,2.88,0.96,0.96,0,0.96,0,1,97.87,73.41,66.56,335.71
31660,COUNTY,OTHER,1.44,0.48,0.48,0,0.48,0,1,134.57,0.0,0.0,134.57
31675,COUNTY,LODGING-FW,1.44,0.48,0.48,0,0.48,0,1,134.57,0.0,0.0,134.57
31676,COUNTY,WINERY,8.0,2.0,6.0,1,0.0,1,0,482.56,973.69,0.0,1456.25
31679,S,WINERY,0.8,0.32,0.48,0,0.0,0,1,65.25,0.0,0.0,65.25
