CO,CUST#,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,V3  BIZ TYPE,V4  SB1383,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT
1,10374,S     ,CA,363.91,0,,0,0,0,0,COMMUNITY,,0,3497.08,,9/14/1993,,9/14/1993,,,S,
1,10378,S     ,CA,430.47,0,,0,0,0,0,CHURCH,,0,3911.64,,4/29/1981,,,,,S,
1,10383,S     ,CA,2804.07,0,,0,0,0,0,OFFICE BLD,,0,25480.26,,8/10/1994,,8/10/1994,,,S,
1,10384,S     ,CA,363.91,623.98,,367.75,256.23,0,0,CONTRACTOR,,0,3118.29,,4/29/1981,,4/29/1981,,,S,
1,10390,Y     ,CA,101.24,101.24,,101.24,0,0,0,CHURCH,,0,954.5,,12/1/1989,,,,,Y,
1,10394,Y     ,CA,8471.2,8598.27,,8598.27,0,0,0,MOBILEHOME,,0,77098.53,,12/1/1989,,12/1/1989,,,Y,
1,10395,Y     ,CA,1601.16,1601.16,,1601.16,0,0,0,LODGING,,0,13416.73,,12/1/1989,,12/1/1989,,,Y,
1,10400,Y     ,CA,101.24,101.24,,101.24,0,0,0,OFFICE BLD,,0,923.81,,12/1/1989,,12/1/1989,,,Y,
1,10403,Y     ,CA,1548.35,0,,0,0,0,0,STRIP MALL,,0,15473.38,,5/21/1990,,5/21/1990,,,Y,
1,10410,C     ,CA,103.93,0,,0,0,0,0,LODGING-FW,,0,944.38,,6/7/2007,,,,,C,
1,10411,C     ,CA,802.51,877.51,,877.51,0,0,0,LODGING,,0,6530.47,,6/18/1993,,6/18/1993,,,C,
1,10418,Y     ,CA,101.24,0,,0,0,0,0,CHURCH,,0,919.94,,12/1/1989,,12/1/1989,,,Y,
1,10427,Y     ,MA,839.35,0,,0,0,0,0,COMMUNITY,,0,3318.96,,12/4/1989,,12/4/1989,,,Y,
1,10432,Y     ,CA,1649.14,1649.14,,1649.14,0,0,0,NRSG HOME,,0,14985.52,,12/1/1989,,12/1/1989,,,Y,
1,10433,CC    ,MA,482.56,0,,0,0,0,0,MEMBER,,0,2454.72,,9/1/1981,,9/1/1981,,,CO,
1,10434,CC    ,PA,0,0,,0,0,0,0,,,0,5468.85,,10/3/1986,,10/3/1986,,,CO,
1,10435,CC    ,CA,890.4,1794.16,,903.76,890.4,0,0,VINEYARD,,0,8127,,4/29/1981,,4/29/1981,,,CO,
1,10438,CC    ,CA,1966.06,1966.06,,1966.06,0,0,0,GROUP HOME,,0,17691.63,,6/10/1987,,6/10/1987,,,CO,
1,10439,CC    ,CA,44.86,44.86,,44.86,0,0,0,,,0,407.62,,11/9/1989,,,,,CO,
1,10442,CC    ,CA,1585.28,1585.28,,1585.28,0,0,0,INDUSTRIAL,,0,14405.3,,4/7/1987,,4/7/1987,,,CO,
1,10445,CC    ,CA,1488.25,0,,0,0,0,0,WINERY,,0,13553.06,,5/30/1990,,5/30/1990,,,CO,
1,10448,AC    ,CA,3499.08,3499.08,,3499.08,0,0,0,HOSPITAL,,0,31794.36,,3/7/1990,,3/7/1990,,,CO,
1,10453,SC    ,CA,482.56,482.56,,482.56,0,0,0,MOBILEHOME,,0,4384.96,,11/23/1994,,11/23/1994,,,CO,
1,10459,YC    ,CA,482.56,0,,0,0,0,0,HOSPITAL,,0,4384.96,,4/29/1981,,4/29/1981,,,CO,
1,10461,SC    ,CA,890.4,890.4,,890.4,0,0,0,WINERY,,0,8102.32,,3/27/1996,,3/27/1996,,,CO,
1,10471,SC    ,CA,965.4,1654.52,,965.4,689.12,0,0,POLICEFIRE,,0,8159.72,,2/7/1986,,2/7/1986,,,CO,
1,10475,SC    ,CA,965.4,0,,0,0,0,0,WINERY,,0,8391,,6/1/1990,,6/1/1990,,,CO,
1,10480,SC    ,CA,134.57,134.57,,134.57,0,0,0,SCHOOL,,0,269.14,,9/1/2021,,9/1/2021,,,CO,
1,10483,SC    ,CA,890.4,0,,0,0,0,0,VINEYARD,,0,8091,,9/22/1989,,9/22/1989,,,CO,
1,10484,SC    ,PA,0,9406.05,,9406.05,0,0,0,,,1867.8,75949.38,,2/28/1997,,2/28/1997,,,CO,
1,10487,AC    ,CA,482.56,482.56,,482.56,0,0,0,CHURCH,,0,4384.96,,4/29/1981,,,,,CO,
1,10488,PV    ,CA,699.2,1543.05,,711.67,831.38,0,0,SCHOOL,,0,4549.5,,10/9/1986,,10/9/1986,,,PV,
1,10490,AC    ,CA,482.56,1103.66,,619.8,483.86,0,0,SCHOOL,,0,4897.34,,8/30/1995,,8/30/1995,,,CO,
1,10492,AC    ,CA,269.14,542.32,,273.18,269.14,0,0,,,0,2378.75,,2/4/1987,,2/4/1987,,,CO,
1,10500,S     ,CA,363.91,363.91,,363.91,0,0,0,MINI MART,,0,3646.8,,6/12/2007,,6/12/2007,,,S,
1,10503,YC    ,CA,667.81,0,,0,0,0,0,VINEYARD,,0,6068.32,,9/2/1996,,9/2/1996,,,CO,
1,10507,YC    ,CA,965.4,965.4,,965.4,0,0,0,WINERY,,0,9051.45,,11/21/1985,,11/21/1985,,,CO,
1,10510,YC    ,CA,1447.1,2915.91,,1468.81,1447.1,0,0,VINEYARD,,0,13208.19,,4/29/1981,,4/29/1981,,,CO,
1,10512,YC    ,CA,134.57,134.57,,134.57,0,0,0,WINERY,,0,1222.82,,12/1/1982,,12/1/1982,,,CO,
1,10516,YC    ,CA,890.4,890.4,,890.4,0,0,0,VINEYARD,,0,8130.88,,4/5/1989,,4/5/1989,,,CO,
1,10518,YC    ,PA,0,2009.27,,2009.27,0,0,0,,,0,14554.78,,9/27/1988,,9/27/1988,,,CO,
1,10519,YC    ,CA,0,4956.85,,4956.85,0,0,0,WINERY,,0,39376.42,,9/29/1982,,9/29/1982,,,CO,
1,10521,YC    ,CA,2440.1,2487.38,,2487.38,0,0,0,WINERY,,0,19881.15,,9/14/1987,,9/14/1987,,,CO,
1,10522,YC    ,CA,134.57,273.18,,136.59,136.59,0,0,POSTOFFICE,,0,1213.91,,4/29/1981,,4/29/1981,,,CO,
1,10523,YC    ,CA,1708.21,0,,0,0,0,0,WINERY,,0,14759.32,,9/20/1995,,9/20/1995,,,CO,
1,10524,YC    ,CA,1373.25,1373.25,,1373.25,0,0,0,GROCERY,,0,11970.27,,4/29/1981,,,,,CO,
1,10525,YC    ,CA,3579.43,3625.19,,3625.19,0,0,0,WINERY,,0,31043.55,,9/5/1990,,9/5/1990,,,CO,
1,10531,YC    ,CA,2532.43,2532.43,,2532.43,0,0,0,VINEYARD,,0,21327.23,,3/19/2018,,,,,CO,
1,10532,YC    ,CA,2721.53,2721.53,,2721.53,0,0,0,WINERY,,0,23141.35,,11/3/1993,,11/3/1993,,,CO,
1,10535,YC    ,CA,890.4,980.4,,980.4,0,0,0,VINEYARD,,0,9418.36,,4/29/1981,,4/29/1981,,,CO,
1,10536,YC    ,PA,0,3853.85,,3853.8,0.05,0,0,,,1717.8,25848.72,,10/1/1986,,10/1/1986,,,CO,
1,10545,S     ,PA,0,6391.76,,6391.76,0,0,0,,,0,57882.69,,9/11/1991,,9/11/1991,,,S,
1,10546,C     ,PA,0,616.02,,616.02,0,0,0,,,0,45115.51,,6/27/2007,,6/27/2007,,,C,
1,10550,S     ,CA,363.91,363.91,,363.91,0,0,0,AUTO,,0,3306.82,,4/29/1981,,,,,S,
1,10551,S     ,PA,0,1753.61,,1753.61,0,0,0,,,0,26446.39,,10/8/1986,,10/8/1986,,,S,
1,10553,S     ,CA,405.39,405.39,,405.39,0,0,0,CONTRACTOR,,0,3688.92,,4/29/1981,,4/29/1981,,,S,
1,10555,S     ,TA,0,0,,0,0,0,0,,,0,3056.3,,8/31/2012,,8/31/2012,,,S,
1,10556,S     ,CA,1197.36,0,,0,0,0,0,WINERY,,0,8513.35,,10/1/1986,,10/1/1986,,,S,
1,10557,S     ,PA,0,2459.86,,2192.58,267.28,0,0,,,0,13810.54,,10/1/1986,,10/1/1986,,,S,
1,10558,Y     ,CA,2327.97,2477.97,,2477.97,0,0,0,GROCERY,,0,21031.71,,12/1/1989,,12/1/1989,,,Y,
1,10561,Y     ,CA,1861.82,1861.82,,1861.82,0,0,0,MULTIFAMIL,,0,16639.86,,12/1/1989,,12/1/1989,,,Y,
1,10579,S     ,MA,171.28,0,,0,0,0,0,MEMBER,,0,880.04,,6/26/2007,,6/26/2007,,,S,
1,10588,YC    ,CA,482.56,482.56,,482.56,0,0,0,,,0,4384.96,,3/14/1984,,,,,CO,
1,10608,Y     ,CA,1655.3,1825.3,,1825.3,0,0,0,,,0,15208.39,,7/6/2007,,7/6/2007,,,Y,
1,10613,SC    ,CA,482.56,478.36,,478.36,0,0,0,CONTRACTOR,,0,4491.94,,3/28/1995,,,,,CO,
1,10625,S     ,PA,0,1766.56,,1766.56,0,0,0,,,0,9861.89,,6/11/1988,,6/11/1988,,,S,
1,10626,S     ,CA,438.91,0,,0,0,0,0,HOME IMPRO,,0,3681.82,,10/1/1987,,,,,S,
1,10628,C     ,CA,515.46,0,,0,0,0,0,MEDICAL,,0,4885.56,,7/6/2007,,7/6/2007,,,C,
1,10638,S     ,CA,413.91,413.91,,413.91,0,0,0,OFFICE BLD,,0,4979.18,,7/6/2007,,7/6/2007,,,S,
1,10642,S     ,CA,363.91,383.91,,383.91,0,0,0,LODGING,,0,3801.47,,4/4/2017,,4/20/1990,,,S,
1,10648,YC    ,CA,1788.94,1788.94,,1788.94,0,0,0,WINERY,,0,16278.71,,7/11/2007,,7/11/2007,,,CO,
1,10669,PV    ,CA,233.06,233.06,,233.06,0,0,0,WINERY,,0,2127.26,,7/27/2007,,7/27/2007,,,PV,
1,10729,C     ,MA,0,0,,0,0,0,0,,,0,34321.85,,1/23/1991,,1/23/1991,,,C,
1,10730,YC    ,CA,1856.1,1856.1,,1856.1,0,0,0,WINERY,,0,16143.04,,2/9/1989,,2/9/1989,,,CO,
1,10771,SC    ,CA,1040.4,0,,0,0,0,0,WINERY,,0,8841,,8/20/2007,,8/20/2007,,,CO,
1,10778,S     ,CA,32.62,0,,0,0,0,0,ENTERTAINM,,0,296.44,,8/21/2007,,8/21/2007,,,S,
1,10791,YC    ,CA,131.25,264.47,,133.22,131.25,0,0,WINERY,,0,1196.32,,12/1/1988,,12/1/1988,,,CO,
1,10831,S     ,CA,503.88,388.83,,388.83,0,0,0,OFFICE BLD,,0,3339.53,,6/8/1989,,6/8/1989,,,S,
1,10870,CC    ,CA,1040.4,0,,0,0,0,0,WINERY,,0,11776.11,,9/22/2010,,9/22/2010,,,CO,
1,10879,YC    ,CA,1298.25,1298.25,,1298.25,0,0,0,,,0,11797.08,,12/22/1988,,12/22/1988,,,CO,
1,10885,SC    ,PA,0,1697.94,,1697.94,0,0,0,,,1697.94,12367.48,,10/27/1986,,10/27/1986,,,CO,
1,10900,S     ,CA,171.28,171.28,,171.28,0,0,0,,,0,1219.37,,6/16/1995,,6/16/1995,,,S,
1,10922,S     ,CA,1353.97,1353.97,,1353.97,0,0,0,OFFICE BLD,,0,11921.86,,12/3/1990,,12/3/1990,,,S,
1,10924,CC    ,CA,89.71,89.71,,89.71,0,0,0,HOME IMPRO,,0,815.2,,11/23/1994,,,,,CO,
1,10929,SC    ,CA,134.57,134.57,,134.57,0,0,0,WINERY,,0,1163.46,,2/20/1991,,2/20/1991,,,CO,
1,10959,YC    ,CA,813.49,924.85,,924.85,0,0,0,WINERY,,0,6294.4,,7/9/1990,,7/9/1990,,,CO,
1,10964,S     ,CA,743.93,743.93,,743.93,0,0,0,UTILITY,,0,6378.5,,12/17/1987,,12/17/1987,,,S,
1,11025,CL    ,CA,202.68,0,,0,0,0,0,MULTIFAMIL,,0,1841.76,,7/13/1989,,7/13/1989,,,CL,
1,11049,YC    ,CA,2032.03,2182.03,,2182.03,0,0,0,WINERY,,0,17696.28,,6/10/1996,,6/10/1996,,,CO,
1,11086,YC    ,CA,482.56,0,,0,0,0,0,VINEYARD,,0,4391.1,,12/10/2007,,12/10/2007,,,CO,
1,11103,S     ,CA,668.93,0,,0,0,0,0,,,0,2723.08,,12/21/2007,,12/21/2007,,,S,
1,11110,C     ,CA,103.93,103.93,,103.93,0,0,0,MEDICAL,,0,947,,1/3/2008,,1/3/2008,,,C,
1,11132,CL    ,CA,168.9,0,,0,0,0,0,MULTIFAMIL,,0,1534.8,,6/25/1998,,6/25/1998,,,CL,
1,11147,CL    ,CA,7995.2,7995.2,,7995.2,0,0,0,MOBILEHOME,,0,61128.56,,12/20/2007,,,,,CL,
1,11149,S     ,PA,0,4120.98,,4120.98,0,0,0,,,0,33895.15,,4/18/1988,,4/18/1988,,,S,
1,11157,S     ,CA,32.62,0,,0,0,0,0,RETAIL,,0,296.44,,7/16/1985,,7/16/1985,,,S,
1,11162,SC    ,CA,1723.97,-1825.97,,-1825.97,0,0,0,WINERY,,0,16917.15,,8/17/1981,,,,,CO,
1,11174,YC    ,CA,890.4,1001.76,,1001.76,0,0,0,WINERY,,0,8323.72,,5/30/1994,,5/30/1994,,,CO,
1,11206,AC    ,TA,0,1227.72,,1227.72,0,0,0,,,0,8527.12,,8/8/2016,,4/22/2011,,,CO,
1,11224,C     ,CA,103.92,-24.87,,-24.87,0,0,0,MULTIFAMIL,,0,944.34,,1/24/2008,,,,,C,
1,11255,S     ,CA,1048.95,1048.95,,1048.95,0,0,0,SCHOOL,,0,9285.18,,10/24/1989,,10/24/1989,,,S,
1,11256,S     ,CA,146.82,-17.29,,-17.29,0,0,0,SCHOOL,,0,466.67,,11/1/1991,,11/1/1991,,,S,
1,11276,YC    ,CA,89.71,89.71,,89.71,0,0,0,,,0,897.66,,9/24/1997,,9/24/1997,,,CO,
1,11282,S     ,CA,97.87,97.87,,97.87,0,0,0,COMMUNITY,,0,889.36,,2/19/2008,,2/19/2008,,,S,
1,11302,S     ,CA,1481.22,1481.22,,1481.22,0,0,0,WINERY,,0,12771.66,,6/2/1989,,6/2/1989,,,S,
1,11309,YC    ,CA,3698.56,3773.56,,3773.56,0,0,0,WINERY,,0,33833.66,,3/27/1992,,3/27/1992,,,CO,
1,11342,Y     ,CA,435.94,435.94,,435.94,0,0,0,BAR NO FW,,0,3961.36,,2/19/1996,,,,,Y,
1,11349,PV    ,CA,365.88,365.88,,365.88,0,0,0,PARK,,0,3294.8,,4/4/2008,,4/4/2008,,,PV,
1,11361,AC    ,CA,269.14,542.32,,273.18,269.14,0,0,,,0,2456.52,,5/28/1982,,5/28/1982,,,CO,
1,11370,YC    ,CA,2266.06,2476.06,,2476.06,0,0,0,WINERY,,10,19836.5,,4/1/1988,,4/1/1988,,,CO,
1,11402,C     ,CA,2139.51,2444.51,,2444.51,0,0,0,LODGING-FW,,0,15924.74,,2/15/1996,,2/15/1996,,,C,
1,11405,YC    ,PA,0,10133.8,,10133.8,0,0,0,,,3075.91,44721.39,,10/3/1986,,10/3/1986,,,CO,
1,11436,S     ,CA,892.19,892.19,,892.19,0,0,0,WINERY,,0,8450.76,,4/30/1987,,4/30/1987,,,S,
1,11451,CL    ,CA,862.31,862.31,,862.31,0,0,0,MULTIFAMIL,,0,8153.86,,11/24/1987,,11/24/1987,,,CL,
1,11457,S     ,CA,363.91,0,,0,0,0,0,RETAIL,,0,3306.82,,6/14/1994,,6/14/1994,,,S,
1,11474,S     ,CA,32.62,32.62,,32.62,0,0,0,COMMUNITY,,0,296.94,,4/29/2008,,4/29/2008,,,S,
1,11483,YC    ,CA,3450.26,3450.26,,3450.26,0,0,0,WINERY,,0,29755.86,,1/1/1991,,1/1/1991,,,CO,
1,11512,S     ,CA,163.1,163.1,,163.1,0,0,0,MULTIFAMIL,,0,1484.27,,4/12/1994,,4/12/1994,,,S,
1,11513,SC    ,CA,965.4,965.4,,965.4,0,0,0,WINERY,,0,8391,,1/17/1983,,1/17/1983,,,CO,
1,11522,YC    ,CA,540.19,-469.11,,-469.11,0,0,0,WINERY,,0,4983.64,,5/9/2008,,,,,CO,
1,11529,S     ,CA,363.91,0,,0,0,0,0,WINERY,,0,3306.82,,9/2/1986,,,,,S,
1,11531,Y     ,MA,1308,0,,0,0,0,0,MEMBER,,0,2217.6,,12/1/1989,,12/1/1989,,,Y,
1,11536,YC    ,CA,293.71,293.71,,293.71,0,0,0,WINERY,,0,8178.57,,9/21/1988,,9/21/1988,,,CO,
1,11547,YC    ,TA,0,888.62,,888.62,0,0,0,,,0,2927.67,,4/12/2007,,4/12/2007,,,CO,
1,11548,S     ,CA,65.25,65.25,,65.25,0,0,0,,,0,388.66,,5/27/2008,,5/27/2008,,,S,
1,11554,YC    ,CA,2671.79,2821.79,,2821.79,0,0,0,RESTAURANT,,0,19200.06,,3/10/1986,,3/10/1986,,,CO,
1,11563,Y     ,CA,33.75,-19.54,,-19.54,0,0,0,HOA,,0,308.22,,12/1/1989,,,,,Y,
1,11565,S     ,CA,363.91,363.91,,363.91,0,0,0,LANDSCAPER,,0,3497.08,,5/10/1983,,,,,S,
1,11567,SC    ,CA,0,2433.29,,1371.11,1062.18,0,0,WINERY,,0,10481.09,,12/16/1994,,12/16/1994,,,CO,
1,11570,SC    ,CA,269.13,0,,0,0,0,0,WINERY,,0,2325.43,,5/28/2008,,5/28/2008,,,CO,
1,11607,Y     ,CA,284.84,289.11,,289.11,0,0,0,FOURPLEX,,0,2625.63,,7/2/1990,,,,,Y,
1,11623,S     ,PA,0,1688.77,,1688.77,0,0,0,,,0,6391.08,,10/10/1986,,10/10/1986,,,S,
1,11643,YC    ,CA,617.13,617.13,,617.13,0,0,0,OFFICE BLD,,0,5615.63,,7/7/2008,,7/7/2008,,,CO,
1,11664,YC    ,CA,2116.06,2266.06,,2266.06,0,0,0,WINERY,,0,19110.92,,11/22/1993,,11/22/1993,,,CO,
1,11689,S     ,CA,32.62,0,,0,0,0,0,OFFICE BLD,,0,296.44,,12/19/1995,,12/19/1995,,,S,
1,11719,SC    ,PA,0,4836.92,,4836.92,0,0,0,,,0,32395.42,,7/20/1988,,7/20/1988,,,CO,
1,11723,YC    ,CA,1040.4,1115.4,,1115.4,0,0,0,WINERY,,0,9177.78,,6/13/1990,,6/13/1990,,,CO,
1,11728,AC    ,CA,134.57,134.57,,134.57,0,0,0,OFFICE BLD,,0,1222.82,,7/6/1988,,7/6/1988,,,CO,
1,11731,S     ,CA,130.5,130.5,,130.5,0,0,0,RETAIL,,0,1185.84,,1/30/1989,,1/30/1989,,,S,
1,11739,YC    ,CA,1121.14,1121.14,,1121.14,0,0,0,VINEYARD,,0,10187.68,,7/10/2008,,7/10/2008,,,CO,
1,11750,S     ,CA,195.74,195.74,,195.74,0,0,0,CHURCH,,0,1825.26,,12/11/1990,,12/11/1990,,,S,
1,11760,C     ,CA,4606.93,4756.93,,4756.93,0,0,0,LODGING,,0,39685.16,,1/21/2014,,1/21/2014,,,C,
1,11766,C     ,CA,3884.06,4314.06,,4314.06,0,0,0,RESTAURANT,,90,40637.53,,4/18/1989,,4/18/1989,,,C,
1,11788,CL    ,CA,1158.56,1158.56,,1158.56,0,0,0,MULTIFAMIL,,0,10578.21,,11/4/1987,,,,,CL,
1,11801,YC    ,TA,0,0,,0,0,0,0,,,0,3930.02,,8/16/2017,8/11/2021,6/6/2011,,,CO,
1,11806,CL    ,CA,793.4,793.4,,793.4,0,0,0,MULTIFAMIL,,0,7283.16,,10/21/1987,,10/21/1987,,,CL,
1,11807,SC    ,CA,557.56,557.56,,557.56,0,0,0,WINERY,,0,5886.26,,8/12/2008,,8/12/2008,,,CO,
1,11808,S     ,CA,97.87,0,,0,0,0,0,OFFICE BLD,,0,892.07,,8/12/2008,,8/12/2008,,,S,
1,11828,YC    ,TA,0,0,,0,0,0,0,,,0,905.55,,6/4/2021,6/11/2021,6/24/2015,,,CO,
1,11841,YC    ,CA,1522.1,1955.32,,1955.32,0,0,0,WINERY,,0,19375.96,,8/29/2008,,8/29/2008,,,CO,
1,11850,S     ,CA,195.74,195.74,,195.74,0,0,0,CHURCH,,0,1778.72,,8/1/1989,,,,,S,
1,11852,S     ,CA,32.62,54.26,,33.12,21.14,0,0,MULTIFAMIL,,0,298.44,,8/1/1989,,8/1/1989,,,S,
1,11861,AC    ,CA,1150.37,1170.37,,1170.37,0,0,0,WINERY,,0,10877.6,,9/3/2008,,9/3/2008,,,CO,
1,11870,S     ,CA,97.87,198.68,,99.34,99.34,0,0,WINERY,,0,895.01,,9/2/2008,,,,,S,
1,11890,S     ,CA,97.87,97.87,,97.87,0,0,0,RETAIL,,0,889.36,,2/16/2010,,2/16/2010,,,S,
1,11911,S     ,CA,318.1,318.1,,318.1,0,0,0,RESTAURANT,,0,2890.6,,8/5/2008,,8/5/2008,,,S,
1,11920,AC    ,CA,2596.5,2596.5,,2596.5,0,0,0,MEDICAL,,0,23787.9,,9/26/1997,,9/26/1997,,,CO,
1,11931,YC    ,CA,0,0,,0,0,0,0,WINERY,,0,0,,9/18/2008,,9/18/2008,,,CO,
1,11956,S     ,CA,65.25,65.25,,65.25,0,0,0,RETAIL,,0,592.92,,9/30/2008,,9/30/2008,,,S,
1,11970,YC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1222.82,,10/6/2008,,10/6/2008,,,CO,
1,11972,Y     ,CA,2348.22,2260.94,,2260.94,0,0,0,HOA,,0,23774.04,,12/1/1989,,12/1/1989,,,Y,
1,11994,CL    ,CA,506.7,506.7,,506.7,0,0,0,MULTIFAMIL,,0,4610.84,,10/19/1989,,10/19/1989,,,CL,
1,12074,C     ,CA,103.93,103.93,,103.93,0,0,0,UTILITY,,0,944.38,,2/22/1990,,2/22/1990,,,C,
1,12099,S     ,CA,97.87,97.87,,97.87,0,0,0,DELI/CAFE,,0,890.6,,12/9/2008,,12/9/2008,,,S,
1,12108,S     ,PA,0,1640.52,,1640.52,0,0,0,,,686.16,10284.32,,3/4/1999,,3/4/1999,,,S,
1,12171,S     ,CA,743.93,0,,0,0,0,0,CATERING,,0,6603.5,,1/2/2008,,1/2/2008,,,S,
1,12188,YC    ,CA,2011.34,2506.47,,2018.55,487.92,0,0,MEMBER,,0,17612.72,,7/27/1990,,7/27/1990,,,CO,
1,12227,YC    ,CA,3129.38,3399.38,,3399.38,0,0,0,WINERY,,0,29598.54,,7/18/1994,,7/18/1994,,,CO,
1,12263,S     ,CA,139.98,127.99,,127.99,0,0,0,CHURCH,,0,1296.89,,3/5/1991,,3/5/1991,,,S,
1,12270,SC    ,CA,605.47,605.47,,605.47,0,0,0,WINERY,,0,5501.86,,3/25/1991,,3/25/1991,,,CO,
1,12276,SC    ,CA,134.57,0,,0,0,0,0,VINEYARD,,0,1108.73,,2/23/2009,,2/23/2009,,,CO,
1,12317,CL    ,CA,1532.6,1532.6,,1532.6,0,0,0,MULTIFAMIL,,0,17548.15,,3/11/2009,,3/11/2009,,,CL,
1,12342,YC    ,TA,0,753.45,,753.45,0,0,0,VINEYARD,,0,5909.56,,5/4/2018,,3/31/2009,,,CO,
1,12347,CC    ,CA,482.56,755.75,,486.4,269.35,0,0,VINEYARD,,0,4116.33,,8/14/1996,,8/14/1996,,,CO,
1,12359,S     ,CA,1460.92,1460.92,,1460.92,0,0,0,WINERY,,0,13724.12,,4/2/2009,,4/2/2009,,,S,
1,12379,C     ,CA,34.64,34.64,,34.64,0,0,0,RETAIL,,0,314.78,,4/10/2009,,4/10/2009,,,C,
1,12383,Y     ,CA,33.75,0,,0,0,0,0,WINERY,,0,306.66,,4/14/2009,,,,,Y,
1,12413,S     ,CA,417.56,417.56,,417.56,0,0,0,WINERY,,0,3420.86,,5/5/2009,,5/5/2009,,,S,
1,12415,SC    ,CA,2271.94,0,,0,0,0,0,WINERY,,0,27545.34,,5/31/1991,,5/31/1991,,,CO,
1,12446,SC    ,CA,134.57,0,,0,0,0,0,WINERY,,0,1223.55,,10/21/2015,,10/21/2015,,,CO,
1,12469,SC    ,CA,1558.21,1578.21,,1578.21,0,0,0,WINERY,,0,14369.58,,5/13/2009,,5/13/2009,,,CO,
1,12470,AC    ,CA,482.56,881.47,,482.56,398.91,0,0,POLICEFIRE,,0,4491.57,,9/13/2006,,9/13/2006,,,CO,
1,12514,C     ,CA,44.86,44.86,,44.86,0,0,0,,,0,391.14,,6/4/2009,,6/4/2009,,,CO,
1,12520,C     ,MA,415.72,0,,0,0,0,0,MEMBER,,0,2114.64,,6/8/2009,,6/8/2009,,,C,
1,12522,CC    ,CA,44.86,90.39,,45.53,44.86,0,0,CONTRACTOR,,0,409.53,,6/11/2009,,,,,CO,
1,12531,YC    ,TA,0,1812.4,,1812.4,0,0,0,,,0,3558.71,,2/11/2015,,2/11/2015,,,CO,
1,12555,S     ,TA,0,0,,0,0,0,0,,,0,658.44,,6/14/2019,,6/14/2013,,,S,
1,12561,SC    ,PA,0,1005.72,,1005.72,0,0,0,,,0,15273.11,,7/7/2009,,7/7/2009,,,CO,
1,12731,C     ,CA,34.64,34.64,,34.64,0,0,0,OFFICE BLD,,0,314.78,,8/18/2009,,8/18/2009,,,C,
1,12740,Y     ,CA,67.49,0,,0,0,0,0,OFFICE BLD,,0,613.28,,8/3/2009,,8/3/2009,,,Y,
1,12752,YC    ,CA,89.71,0,,0,0,0,0,COMMUNITY,,0,827.32,,8/31/2009,,8/31/2009,,,CO,
1,12796,CC    ,TA,0,1117.77,,1117.77,0,0,0,,,0,17250.71,,11/8/2013,,11/8/2013,,,CO,
1,12848,AC    ,CA,134.57,134.57,,134.57,0,0,0,WINERY,,0,1222.82,,9/30/2009,,9/30/2009,,,CO,
1,12917,CL    ,CA,810.72,810.72,,810.72,0,0,0,MULTIFAMIL,,0,7367.04,,10/22/2009,,10/22/2009,,,CL,
1,12925,YC    ,PA,0,1436.3,,1436.3,0,0,0,,,0,6846.25,,5/16/2018,,11/27/2013,,,CO,
1,12929,Y     ,CA,3553.81,3511.3,,3511.3,0,0,0,LODGING-FW,,0,30155.01,,12/7/2009,,12/7/2009,,,Y,
1,13041,S     ,CA,166.73,166.73,,166.73,0,0,0,OFFICE BLD,,0,1515.08,,12/29/2009,,12/29/2009,,,S,
1,13066,AC    ,CA,44.86,44.86,,44.86,0,0,0,OFFICE BLD,,0,407.62,,1/13/2010,,1/13/2010,,,CO,
