cust,monthly_bill,cycle,qty,size,commodity,pickups,bin_amount,tax_body,biz_type
8800,304.02,CA,1,0.48,Garbage,1,101.34,C,MULTIFAMIL
8800,304.02,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
8800,304.02,CA,1,0.48,Garbage,1,101.34,C,MULTIFAMIL
8800,304.02,CA,1,0.48,Garbage,1,101.34,C,MULTIFAMIL
8800,304.02,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
8800,304.02,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
8818,370.07,CA,1,0.48,Garbage,1,134.57,COUNTY,WINERY
8818,370.07,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
8818,370.07,CA,1,0.48,Compost,1,0,COUNTY,WINERY
8818,370.07,CA,1,0.48,Recycle,1,100.93,COUNTY,WINERY
8818,370.07,CA,1,0.48,Garbage,1,134.57,COUNTY,WINERY
8883,482.56,CA,1,2,Garbage,1,482.56,COUNTY,CONTRACTOR
8883,482.56,CA,1,0.48,Recycle,1,0,COUNTY,CONTRACTOR
8959,844.48,CA,1,2,Garbage,1,482.56,COUNTY,WINERY
8959,844.48,CA,1,2,Recycle,1,361.92,COUNTY,WINERY
8959,844.48,CA,1,0.48,Compost,1,0,COUNTY,WINERY
8959,844.48,CA,1,0.48,Compost,1,0,COUNTY,WINERY
9090,177.16,CA,1,0.48,Garbage,1,101.24,Y,WINERY
9090,177.16,CA,1,0.48,Recycle,1,0,Y,WINERY
9090,177.16,CA,1,0.48,Recycle,1,75.92,Y,WINERY
9121,1624.18,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
9121,1624.18,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
9121,1624.18,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
9121,1624.18,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
9121,1624.18,CA,1,0.48,Recycle,1,100.93,COUNTY,WINERY
9121,1624.18,CA,1,4,Recycle,1,75,COUNTY,WINERY
9121,1624.18,CA,1,4,Recycle,1,75,COUNTY,WINERY
9121,1624.18,CA,1,6,Recycle,2,75,COUNTY,WINERY
9121,1624.18,CA,1,6,Recycle,2,75,COUNTY,WINERY
9121,1624.18,CA,1,0.48,Compost,1,0,COUNTY,WINERY
9195,134.57,CA,1,0.48,Compost,1,0,COUNTY,WINERY
9195,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,WINERY
9195,134.57,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
9349,72.9,CA,1,0.16,Garbage,1,72.9,COUNTY,WINERY
9349,72.9,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
9368,1638.21,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
9368,1638.21,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
9368,1638.21,CA,1,OC,"",2,80,COUNTY,WINERY
9368,1638.21,CA,1,OC,"",2,80,COUNTY,WINERY
9368,1638.21,CA,1,0.48,Compost,1,0,COUNTY,WINERY
9368,1638.21,CA,1,0.48,Compost,1,0,COUNTY,WINERY
9375,1782.8,MA,2,6,Recycle,1,891.4,C,PARK
9376,1185.33,CA,1,6,Recycle,1,730.46,S,RESTAURANT
9376,1185.33,CA,1,4,Compost,1,454.87,S,RESTAURANT
9376,1185.33,CA,14,0.32,Compost,3,0,S,RESTAURANT
9376,1185.33,CA,14,0.32,Compost,3,0,S,RESTAURANT
9376,1185.33,CA,14,0.32,Compost,3,0,S,RESTAURANT
9481,1601.16,CA,1,4,Garbage,2,1526.16,Y,RESTAURANT
9481,1601.16,CA,1,4,Garbage,2,1526.16,Y,RESTAURANT
9481,1601.16,CA,1,0.48,Recycle,1,0,Y,RESTAURANT
9481,1601.16,CA,1,0.48,Recycle,1,0,Y,RESTAURANT
9481,1601.16,CA,1,0.48,Recycle,1,0,Y,RESTAURANT
9481,1601.16,CA,1,4,Recycle,2,75,Y,RESTAURANT
9481,1601.16,CA,1,4,Recycle,2,75,Y,RESTAURANT
9784,134.57,CA,1,0.48,Compost,1,0,COUNTY,VINEYARD
9784,134.57,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
9784,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,VINEYARD
9819,32.62,CA,1,0.16,Garbage,1,32.62,S,RETAIL
9819,32.62,CA,1,0.48,Recycle,1,0,S,RETAIL
9846,97.87,CA,1,0.48,Garbage,1,97.87,S,COMMUNITY
9846,97.87,CA,1,0.48,Recycle,1,0,S,COMMUNITY
9850,253.08,CA,1,0.48,Garbage,1,101.24,Y,RETAIL
9850,253.08,CA,1,0.48,Recycle,1,0,Y,RETAIL
9850,253.08,CA,1,0.48,Recycle,1,75.92,Y,RETAIL
9850,253.08,CA,1,0.48,Recycle,1,75.92,Y,RETAIL
9906,1005.67,CA,1,4,Garbage,1,1005.67,COUNTY,CONTRACTOR
9910,44.86,CA,1,0.16,Garbage,1,44.86,COUNTY,POSTOFFICE
9910,44.86,CA,1,0.48,Recycle,1,0,COUNTY,POSTOFFICE
9920,2317.12,CA,1,2,Garbage,2,793.4,C,MULTIFAMIL
9920,2317.12,CA,1,2,Garbage,2,793.4,C,MULTIFAMIL
9920,2317.12,CA,4,0.48,Recycle,1,0,C,MULTIFAMIL
9920,2317.12,CA,1,4,Garbage,2,1523.72,C,MULTIFAMIL
9920,2317.12,CA,1,4,Garbage,2,1523.72,C,MULTIFAMIL
9920,2317.12,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
9928,269.14,CA,2,0.48,Garbage,1,134.57,COUNTY,CHURCH
9928,269.14,CA,1,0.48,Recycle,1,0,COUNTY,CHURCH
9928,269.14,CA,1,0.48,Compost,1,0,COUNTY,CHURCH
9929,1627.98,CA,2,2,Garbage,2,813.99,C,LODGING
9929,1627.98,CA,2,2,Garbage,2,813.99,C,LODGING
9964,276.77,CA,1,0.48,Garbage,1,103.93,C,MEDICAL
9964,276.77,CA,1,0.48,Garbage,1,103.93,C,MEDICAL
9964,276.77,CA,1,0.48,Recycle,1,0,C,MEDICAL
9964,276.77,CA,1,0.48,Compost,1,0,C,MEDICAL
9964,276.77,CA,1,0.48,Compost,1,68.91,C,MEDICAL
10065,2816.91,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
10065,2816.91,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
10065,2816.91,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
10065,2816.91,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10065,2816.91,CA,2,0.48,Compost,1,91.52,COUNTY,WINERY
10065,2816.91,CA,3,0.32,Compost,1,0,COUNTY,WINERY
10067,5246.71,CA,1,6,Recycle,1,1103.36,COUNTY,WINERY
10067,5246.71,CA,1,6,Recycle,1,1103.36,COUNTY,WINERY
10067,5246.71,CA,1,6,Recycle,1,1103.36,COUNTY,WINERY
10067,5246.71,CA,1,4,Garbage,2,1936.63,COUNTY,WINERY
10067,5246.71,CA,1,4,Garbage,2,1936.63,COUNTY,WINERY
10071,3322.57,CA,1,6,Garbage,1,1644.35,COUNTY,WINERY
10071,3322.57,CA,1,4,Recycle,1,840.85,COUNTY,WINERY
10071,3322.57,CA,1,2,"",0,0,COUNTY,WINERY
10071,3322.57,CA,1,4,Compost,1,762.37,COUNTY,WINERY
10071,3322.57,CA,1,6,Recycle,1,75,COUNTY,WINERY
10076,1898.55,CA,1,4,Garbage,2,1706.1,COUNTY,LODGING-FW
10076,1898.55,CA,1,4,Garbage,2,1706.1,COUNTY,LODGING-FW
10076,1898.55,CA,1,0.48,Recycle,1,0,COUNTY,LODGING-FW
10076,1898.55,CA,1,0.48,Recycle,1,0,COUNTY,LODGING-FW
10076,1898.55,CA,1,0.48,Recycle,1,0,COUNTY,LODGING-FW
10076,1898.55,CA,1,0.48,Recycle,1,100.93,COUNTY,LODGING-FW
10076,1898.55,CA,1,0.48,Compost,1,0,COUNTY,LODGING-FW
10076,1898.55,CA,1,0.48,Compost,1,91.52,COUNTY,LODGING-FW
10082,303.72,CA,3,0.48,Garbage,1,101.24,Y,MULTIFAMIL
10082,303.72,CA,1,0.48,Recycle,1,0,Y,MULTIFAMIL
10082,303.72,CA,2,0.48,Recycle,1,0,Y,MULTIFAMIL
10083,1558.21,CA,1,4,Garbage,1,890.4,COUNTY,UTILITY
10083,1558.21,CA,1,4,Recycle,1,667.81,COUNTY,UTILITY
10083,1558.21,CA,3,0.48,Recycle,1,0,COUNTY,UTILITY
10103,428.24,CA,1,2,Garbage,1,428.24,C,MULTIFAMIL
10103,428.24,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
10103,428.24,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
10106,1791.03,CA,1,4,Garbage,2,1563.03,C,LODGING
10106,1791.03,CA,1,4,Garbage,2,1563.03,C,LODGING
10106,1791.03,CA,1,0.48,Recycle,1,0,C,LODGING
10106,1791.03,CA,1,0.48,Recycle,1,0,C,LODGING
10106,1791.03,CA,1,0.48,Recycle,1,0,C,LODGING
10106,1791.03,CA,1,0.48,Recycle,1,76,C,LODGING
10106,1791.03,CA,1,0.48,Recycle,1,76,C,LODGING
10106,1791.03,CA,1,0.48,Recycle,1,76,C,LODGING
10106,1791.03,CA,1,0.48,Compost,1,0,C,LODGING
10112,202.48,CA,2,0.48,Garbage,1,101.24,Y,CHURCH
10112,202.48,CA,1,0.48,Recycle,1,0,Y,CHURCH
10112,202.48,CA,3,0.48,Compost,1,0,Y,CHURCH
10139,1511.27,CA,1,4,Garbage,1,668.93,S,STRIP MALL
10139,1511.27,CA,1,PU,"",1,50,S,STRIP MALL
10139,1511.27,CA,1,4,Garbage,1,668.93,S,STRIP MALL
10139,1511.27,CA,1,PU,"",1,50,S,STRIP MALL
10139,1511.27,CA,6,0.48,Recycle,1,0,S,STRIP MALL
10139,1511.27,CA,1,0.48,Recycle,1,73.41,S,STRIP MALL
10139,1511.27,CA,1,0.48,Compost,1,0,S,STRIP MALL
10144,608.04,CA,3,0.48,Garbage,1,101.34,C,MULTIFAMIL
10144,608.04,CA,3,0.48,Garbage,1,101.34,C,MULTIFAMIL
10144,608.04,CA,3,0.48,Recycle,1,0,C,MULTIFAMIL
10144,608.04,CA,3,0.48,Recycle,1,0,C,MULTIFAMIL
10144,608.04,CA,3,0.48,Compost,1,0,C,MULTIFAMIL
10145,6451.98,CA,185,0.16,Garbage,1,33.78,C,MOBILEHOME
10145,6451.98,CA,185,0.48,Compost,1,0,C,MOBILEHOME
10145,6451.98,CA,177,0.48,Recycle,1,0,C,MOBILEHOME
10145,6451.98,CA,1,0.48,Garbage,1,101.34,C,MOBILEHOME
10145,6451.98,CA,1,0.48,Garbage,1,101.34,C,MOBILEHOME
10145,6451.98,CA,1,0.48,Recycle,1,0,C,MOBILEHOME
10145,6451.98,CA,1,0.48,Recycle,1,0,C,MOBILEHOME
10145,6451.98,CA,1,0.48,Recycle,1,0,C,MOBILEHOME
10145,6451.98,CA,1,0.48,Compost,1,0,C,MOBILEHOME
10154,2398.21,CA,1,4,Garbage,3,2398.21,C,LODGING
10154,2398.21,CA,1,4,Garbage,3,2398.21,C,LODGING
10154,2398.21,CA,1,4,Garbage,3,2398.21,C,LODGING
10154,2398.21,CA,3,0.48,Recycle,1,0,C,LODGING
10154,2398.21,CA,1,0.48,Compost,1,0,C,LODGING
10161,140.51,CA,1,0.48,Garbage,1,140.51,C,OFFICE BLD
10161,140.51,CA,1,0.48,Recycle,1,0,C,OFFICE BLD
10174,439.46,CA,1,2,Garbage,1,439.46,C,RETAIL
10174,439.46,CA,1,0.48,Recycle,1,0,C,RETAIL
10174,439.46,CA,1,0.48,Recycle,1,0,C,RETAIL
10174,439.46,CA,1,0.48,Recycle,1,0,C,RETAIL
10185,65.25,CA,1,0.32,Garbage,1,65.25,S,ENTERTAINM
10185,65.25,CA,1,0.48,Recycle,1,0,S,ENTERTAINM
10209,255.93,CA,1,0.48,Garbage,1,103.93,C,POSTOFFICE
10209,255.93,CA,1,0.48,Recycle,1,0,C,POSTOFFICE
10209,255.93,CA,1,0.48,Compost,1,0,C,POSTOFFICE
10209,255.93,CA,2,0.48,Recycle,1,76,C,POSTOFFICE
10222,138.56,CA,1,0.32,Garbage,1,69.28,C,OFFICE BLD
10222,138.56,CA,1,0.48,Recycle,1,0,C,OFFICE BLD
10222,138.56,CA,1,0.32,Garbage,1,69.28,C,OFFICE BLD
10222,138.56,CA,1,0.48,Recycle,1,0,C,OFFICE BLD
10224,882.9,CA,1,2,Garbage,2,813.99,C,LODGING
10224,882.9,CA,1,2,Garbage,2,813.99,C,LODGING
10224,882.9,CA,1,0.48,Compost,1,0,C,LODGING
10224,882.9,CA,1,0.48,Compost,1,68.91,C,LODGING
10224,882.9,CA,1,0.48,Recycle,1,0,C,LODGING
10224,882.9,CA,1,0.48,Recycle,1,0,C,LODGING
10224,882.9,CA,1,0.48,Recycle,1,0,C,LODGING
10227,69.28,CA,1,0.32,Garbage,1,69.28,C,MEDICAL
10227,69.28,CA,1,0.48,Recycle,1,0,C,MEDICAL
10227,69.28,CA,1,0.48,Compost,1,0,C,MEDICAL
10233,4931.88,CA,146,0.16,Garbage,1,33.78,C,MOBILEHOME
10233,4931.88,CA,146,0.48,Recycle,1,0,C,MOBILEHOME
10233,4931.88,CA,3,0.48,Compost,1,0,C,MOBILEHOME
10238,67.56,CA,2,0.16,Garbage,1,33.78,C,MULTIFAMIL
10238,67.56,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
10247,3008.71,CA,1,4,Garbage,3,2398.21,C,GROCERY
10247,3008.71,CA,1,4,Garbage,3,2398.21,C,GROCERY
10247,3008.71,CA,1,4,Garbage,3,2398.21,C,GROCERY
10247,3008.71,CA,1,0.48,Recycle,1,0,C,GROCERY
10247,3008.71,CA,1,0.48,Recycle,1,0,C,GROCERY
10247,3008.71,CA,1,4,Recycle,1,610.5,C,GROCERY
10247,3008.71,CA,5,0.32,Compost,3,0,C,GROCERY
10247,3008.71,CA,5,0.32,Compost,3,0,C,GROCERY
10247,3008.71,CA,5,0.32,Compost,3,0,C,GROCERY
10247,3008.71,CA,1,6,Garbage,2,0,C,GROCERY
10247,3008.71,CA,1,6,Garbage,2,0,C,GROCERY
10248,743.93,CA,1,4,Garbage,1,668.93,S,AUTO
10248,743.93,CA,1,0.48,Recycle,1,0,S,AUTO
10248,743.93,CA,1,6,Recycle,1,75,S,AUTO
10250,2035.83,CA,1,4,Garbage,3,1889.01,S,LODGING-FW
10250,2035.83,CA,1,4,Garbage,3,1889.01,S,LODGING-FW
10250,2035.83,CA,1,4,Garbage,3,1889.01,S,LODGING-FW
10250,2035.83,CA,1,0.48,Recycle,1,0,S,LODGING-FW
10250,2035.83,CA,1,0.48,Recycle,1,0,S,LODGING-FW
10250,2035.83,CA,1,0.48,Recycle,1,0,S,LODGING-FW
10250,2035.83,CA,2,0.48,Recycle,1,73.41,S,LODGING-FW
10250,2035.83,CA,3,0.48,Compost,1,0,S,LODGING-FW
10255,4567.25,CA,1,6,Garbage,2,3213.99,COUNTY,WINERY
10255,4567.25,CA,1,6,Garbage,2,3213.99,COUNTY,WINERY
10255,4567.25,CA,1,OC,"",2,80,COUNTY,WINERY
10255,4567.25,CA,1,OC,"",2,80,COUNTY,WINERY
10255,4567.25,CA,3,0.48,Recycle,1,0,COUNTY,WINERY
10255,4567.25,CA,1,6,Recycle,1,1233.26,COUNTY,WINERY
10255,4567.25,CA,1,OC,"",1,40,COUNTY,WINERY
10257,97.87,CA,1,0.48,Garbage,1,97.87,S,AUTO
10260,69.28,CA,2,0.16,Garbage,1,34.64,C,OFFICE BLD
10260,69.28,CA,1,0.48,Recycle,1,0,C,OFFICE BLD
10260,69.28,CA,1,0.48,Recycle,1,0,C,OFFICE BLD
10260,69.28,CA,1,0.48,Compost,1,0,C,OFFICE BLD
10262,195.74,CA,2,0.48,Garbage,1,97.87,S,OFFICE BLD
10262,195.74,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
10263,1278.97,CA,1,2,Garbage,4,1278.97,S,RESTAURANT
10263,1278.97,CA,1,2,Garbage,4,1278.97,S,RESTAURANT
10263,1278.97,CA,1,2,Garbage,4,1278.97,S,RESTAURANT
10263,1278.97,CA,1,2,Garbage,4,1278.97,S,RESTAURANT
10265,6347.58,CA,1,6,Garbage,5,4634.19,S,GROCERY
10265,6347.58,CA,1,6,Garbage,5,4634.19,S,GROCERY
10265,6347.58,CA,1,6,Garbage,5,4634.19,S,GROCERY
10265,6347.58,CA,1,6,Garbage,5,4634.19,S,GROCERY
10265,6347.58,CA,1,6,Garbage,5,4634.19,S,GROCERY
10265,6347.58,CA,1,6,Garbage,1,1343.16,S,GROCERY
10265,6347.58,CA,1,0.48,Recycle,1,0,S,GROCERY
10265,6347.58,CA,1,0.48,Recycle,1,0,S,GROCERY
10265,6347.58,CA,1,0.48,Recycle,1,0,S,GROCERY
10265,6347.58,CA,1,0.48,Recycle,1,73.41,S,GROCERY
10265,6347.58,CA,2,0.48,Recycle,1,73.41,S,GROCERY
10265,6347.58,CA,10,0.32,Compost,3,0,S,GROCERY
10265,6347.58,CA,10,0.32,Compost,3,0,S,GROCERY
10265,6347.58,CA,10,0.32,Compost,3,0,S,GROCERY
10265,6347.58,CA,1,6,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,6,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,6,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,6,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,4,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,4,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,4,Recycle,4,75,S,GROCERY
10265,6347.58,CA,1,4,Recycle,4,75,S,GROCERY
10271,363.91,CA,1,2,Garbage,1,363.91,S,AUTO
10271,363.91,CA,3,0.48,Recycle,1,0,S,AUTO
10289,743.93,CA,1,4,Garbage,1,668.93,S,HOME IMPRO
10289,743.93,CA,3,0.48,Recycle,1,0,S,HOME IMPRO
10289,743.93,CA,1,4,Recycle,2,75,S,HOME IMPRO
10289,743.93,CA,1,4,Recycle,2,75,S,HOME IMPRO
10295,363.91,CA,1,2,Garbage,1,363.91,S,RETAIL
10295,363.91,CA,1,0.48,Recycle,1,0,S,RETAIL
10295,363.91,CA,1,0.48,Recycle,1,0,S,RETAIL
10295,363.91,CA,1,0.48,Recycle,1,0,S,RETAIL
10301,171.28,CA,1,0.48,Garbage,1,97.87,S,POSTOFFICE
10301,171.28,CA,1,0.48,Recycle,1,0,S,POSTOFFICE
10301,171.28,CA,1,0.48,Recycle,1,73.41,S,POSTOFFICE
10302,1780.67,MA,1,4,Garbage,2,1278.97,S,PARK
10302,1780.67,MA,1,4,Garbage,2,1278.97,S,PARK
10302,1780.67,MA,1,4,Recycle,1,501.7,S,PARK
10303,668.93,MA,1,2,Garbage,2,668.93,S,UTILITY
10303,668.93,MA,1,2,Garbage,2,668.93,S,UTILITY
10303,668.93,MA,3,0.48,Recycle,1,0,S,UTILITY
10304,1358.97,MA,1,4,Garbage,2,1278.97,S,PARK
10304,1358.97,MA,1,4,Garbage,2,1278.97,S,PARK
10304,1358.97,MA,1,OC,"",2,80,S,PARK
10304,1358.97,MA,1,OC,"",2,80,S,PARK
10304,1358.97,MA,8,0.48,Recycle,1,0,S,PARK
10304,1358.97,MA,1,0.48,Compost,1,0,S,PARK
10304,1358.97,MA,1,0.32,Compost,1,0,S,PARK
10306,97.87,CA,1,0.48,Garbage,1,97.87,S,OFFICE BLD
10306,97.87,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
10310,97.87,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
10310,97.87,CA,1,0.48,Garbage,1,97.87,S,OFFICE BLD
10316,363.91,CA,1,2,Garbage,1,363.91,S,CONTRACTOR
10317,505.47,CA,1,2,Garbage,1,363.91,S,AUTO
10317,505.47,CA,1,6,Recycle,1,75,S,AUTO
10317,505.47,CA,2,0.48,Recycle,1,0,S,AUTO
10317,505.47,CA,1,0.48,Compost,1,0,S,AUTO
10317,505.47,CA,1,0.48,Compost,1,66.56,S,AUTO
10318,668.93,CA,1,4,Garbage,1,668.93,S,UTILITY
10318,668.93,CA,1,0.48,Recycle,1,0,S,UTILITY
10321,743.93,CA,1,4,Garbage,1,668.93,S,AUTO
10321,743.93,CA,1,4,Recycle,1,75,S,AUTO
10321,743.93,CA,3,0.48,Recycle,1,0,S,AUTO
10321,743.93,CA,1,0.48,Compost,1,0,S,AUTO
10323,1843.37,CA,12,0.48,Garbage,1,97.87,S,MULTIFAMIL
10323,1843.37,CA,1,4,Garbage,1,668.93,S,MULTIFAMIL
10323,1843.37,CA,6,0.48,Recycle,1,0,S,MULTIFAMIL
10323,1843.37,CA,11,0.48,Compost,1,0,S,MULTIFAMIL
10325,97.87,CA,1,0.48,Garbage,1,97.87,S,COMMUNITY
10325,97.87,CA,1,0.48,Recycle,1,0,S,COMMUNITY
10325,97.87,CA,1,0.48,Compost,1,0,S,COMMUNITY
10327,97.87,CA,1,0.48,Garbage,1,97.87,S,VINEYARD
10327,97.87,CA,1,0.48,Recycle,1,0,S,VINEYARD
10328,1500.79,CA,1,4,Garbage,2,1278.97,S,BAKERY
10328,1500.79,CA,1,4,Garbage,2,1278.97,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,0,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,0,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,0,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,73.41,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,73.41,S,BAKERY
10328,1500.79,CA,3,0.32,Compost,3,0,S,BAKERY
10328,1500.79,CA,3,0.32,Compost,3,0,S,BAKERY
10328,1500.79,CA,3,0.32,Compost,3,0,S,BAKERY
10328,1500.79,CA,1,4,Recycle,2,75,S,BAKERY
10328,1500.79,CA,1,4,Recycle,2,75,S,BAKERY
10333,195.75,CA,1,0.32,Garbage,1,65.25,S,MULTIFAMIL
10333,195.75,CA,1,0.32,Garbage,1,65.25,S,MULTIFAMIL
